book_id,books_count,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
7063,41,9799731232,Pramoedya Ananta Toer,1975,Bumi Manusia,Bumi Manusia,ind,4.37,8574,126,204,1067,3320,5782
7064,37,843958448,Christine Feehan,2000,Dark Gold (Dark #3),"Dark Gold (Dark, #3)",eng,4.16,19210,193,888,3795,6555,9530
7065,54,743294394,Kathy Reichs,2009,206 Bones,"206 Bones (Temperance Brennan, #12)",en-US,3.92,17160,177,810,5006,7889,5637
7066,38,375409289,Lorrie Moore,2009,A Gate at the Stairs,A Gate at the Stairs,eng,3.14,13590,1135,2946,5374,4165,1594
7067,9,,Rebecca Forster,2004,Hostile Witness,"Hostile Witness (Witness Series, #1)",eng,3.72,8031,399,1039,4283,5605,3423
7068,398,140187723,"Jack London, Andrew Sinclair",1909,Martin Eden,Martin Eden,eng,4.39,12744,134,398,1627,4159,8615
7069,63,8370541240,Andrzej Sapkowski,1997,Wieża Jaskółki,"Wieża Jaskółki (Saga o Wiedźminie, #6)",pol,4.34,10195,73,347,1955,5744,8511
7070,55,385339526,Conn Iggulden,2008,"Lords of the Bow (Conqueror, #2)","Genghis: Lords of the Bow (Conqueror, #2)",eng,4.31,11600,26,181,1555,5589,6261
7071,11,,Kevin Wignall,2016,,A Death in Sweden,,3.79,12956,307,883,3278,5327,3280
7072,15,1401235638,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012,"Wonder Woman, Volume 1: Blood","Wonder Woman, Volume 1: Blood",eng,3.87,15698,622,1095,3896,5589,5743
7073,19,,Brittainy C. Cherry,2014,Loving Mr. Daniels,Loving Mr. Daniels,eng,4.28,18058,372,805,2733,6420,11579
7074,401,1904271359,"William Shakespeare, David Scott Kastan",1597,The History of Henry the Fourth,"King Henry IV, Part 1 (Wars of the Roses, #2)",eng,3.81,14988,331,1437,5048,6531,5401
7075,8,316236535,Ed Emberley,1992,"Go Away, Big Green Monster!","Go Away, Big Green Monster!",eng,4.21,14322,236,633,2440,3711,7397
7076,15,1427817413,"Jinsei Kataoka, Kazuma Kondou",2007,デッドマン・ワンダーランド 1,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)",eng,4.2,12932,240,587,2204,3826,6818
7077,13,1612184650,Linda Lafferty,2012,The Bloodletter's Daughter: A Novel of Old Bohemia,The Bloodletter's Daughter: A Novel of Old Bohemia,eng,3.75,7654,304,951,3620,5308,3086
7078,6,822210789,Robert Harling,1988,,Steel Magnolias (DPS Acting Edition),eng,4.24,14651,173,512,2204,4434,7337
7079,47,449911942,John Updike,1990,Rabbit at Rest,Rabbit at Rest (Rabbit Angstrom #4),eng,3.96,12221,348,716,2490,4642,4489
7080,53,553582909,"David Axton, Dean Koontz",1976,Prison of Ice ,Icebound,eng,3.73,15271,361,1328,4987,5007,4341
7081,48,688163653,Diana Wynne Jones,1988,The Lives of Christopher Chant,"The Lives of Christopher Chant (Chrestomanci, #2)",,4.22,17117,147,400,2924,6625,8248
7082,63,553383051,George R.R. Martin,1982,Fevre Dream,Fevre Dream,eng,3.85,12708,224,906,4083,6919,4067
7083,14,803725507,"Caralyn Buehner, Mark Buehner",2002,Snowmen at Night,Snowmen at Night,en-US,4.23,15697,170,554,2706,4494,7930
7084,6,,Alessandra Torre,2015,Hollywood Dirt,"Hollywood Dirt (Hollywood Dirt, #1)",eng,4.12,20467,346,829,3635,8343,8951
7085,14,1478314605,Tara Sivec,2012,Futures and Frosting,"Futures and Frosting (Chocolate Lovers, #2)",eng,4.28,16341,255,616,2964,7587,11411
7086,16,451528891,"Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776,,"Common Sense, The Rights of Man and Other Essential Writings",eng,4.12,13088,103,465,2593,4529,5475
7087,47,006228553X,Matthew Quick,2014,The Good Luck of Right Now,The Good Luck of Right Now,eng,3.61,12230,444,1270,4595,5740,2676
7088,45,375424482,Alexander McCall Smith,2008,The Miracle at Speedy Motors ,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)",en-US,4.09,16887,33,316,3657,8582,6011
7089,131,142002046,Ian Fleming,1959,Goldfinger,"Goldfinger (James Bond, #7)",eng,3.8,13267,151,810,4545,6213,3602
7090,181,3746611091,Émile Zola,1880,Nana,"Nana (Les Rougon-Macquart, #9)",ger,3.84,13610,370,1065,3847,5749,4531
7091,15,1442454148,Richard Paul Evans,2012,Rise of the Elgen,"Rise of the Elgen (Michael Vey, #2)",eng,4.29,15152,112,378,2190,5428,7952
7092,45,743417321,Clive Barker,1988,Cabal,Cabal,en-US,3.92,13557,189,698,3823,5780,4650
7093,32,307356361,Tom Perrotta,2007,The Abstinence Teacher,The Abstinence Teacher,,3.24,13303,621,2372,6020,4768,1199
7094,29,,David Baldacci,2016,No Man's Land,"No Man's Land (John Puller, #4)",eng,4.19,8834,180,526,2964,7745,8284
7095,32,812541626,David Farland,1998,The Sum of All Men,The Runelords (Runelords #1),en-US,3.74,14938,389,1271,4295,5826,3913
7096,30,241963745,Suzanne Rindell,2013,The Other Typist,The Other Typist,en-GB,3.55,7107,411,1484,4764,5870,2315
7097,15,,"Cassandra Clare, Sarah Rees Brennan",2015,,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)",eng,4.1,17740,271,600,3507,6749,7448
7098,45,2290011150,Alan Dean Foster,1979,Alien,Alien,eng,4.08,13669,178,576,2908,4859,5738
7099,40,399157077,Robert Crais,2011,The Sentry,"The Sentry (Elvis Cole, #14; Joe Pike, #3)",eng,4.2,14248,79,314,2351,6471,6346
7100,14,1456527738,J.M. Darhower,2014,Sempre,"Sempre (Sempre, #1)",eng,4.21,14217,662,1036,3140,6659,12028
7101,16,042527067X,Ilona Andrews,2015,Magic Shifts,"Magic Shifts (Kate Daniels, #8)",eng,4.47,16363,41,156,1727,6946,11959
7102,36,553573764,Susanna Kearsley,1994,Mariana,Mariana,,4.06,13572,143,615,3465,7317,6241
7103,68,141311428,"Roald Dahl, Quentin Blake",1986,Going Solo,Going Solo,eng,4.04,14086,146,656,3345,6185,5739
7104,34,786838825,"Sara Pennypacker, Marla Frazee",2006,"Clementine (Clementine, #1)","Clementine (Clementine, #1)",en-US,3.9,15584,501,1126,3690,5098,5774
7105,23,1841498874,Daniel Abraham,2011,The Dragon's Path,"The Dragon's Path (The Dagger and the Coin, #1)",eng,3.78,13508,311,893,4059,6860,3371
7106,89,151686564,"T.S. Eliot, Edward Gorey",1939,Old Possum's Book of Practical Cats,Old Possum's Book of Practical Cats,en-US,4.09,15410,256,785,3349,5873,7231
7107,28,1471132978,Philippa Gregory,2015,The Taming of the Queen,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",eng,3.89,9793,192,738,3824,6690,4187
7108,8,,Cassie Dandridge Selleck,2012,,The Pecan Man,,4.07,12912,129,534,2354,6098,4711
7109,92,1565849930,"Henning Mankell, Laurie Thompson",1994,Mannen som log,"The Man Who Smiled (Kurt Wallander, #4)",eng,3.93,12545,128,522,3614,6932,3934
7110,11,1931514607,Ai Yazawa,2000,Paradise Kiss 1,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",eng,4.11,14065,423,791,2447,3672,6863
7111,33,1591842247,Geoff Colvin,2008,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,en-US,3.96,12511,201,656,3024,5118,4455
7112,20,312947062,Sherrilyn Kenyon,2008,One Silent Night,One Silent Night (Dark-Hunter #15),eng,4.13,21869,183,994,4558,7546,10037
7113,45,743468406,Lois McMaster Bujold,1986,The Warrior's Apprentice,"The Warrior's Apprentice (Vorkosigan Saga, #2)",eng,4.29,15782,48,302,2284,7012,8314
7114,3,,"أحلام مستغانمي, Ahlam Mosteghanemi",2003,عابر سرير,عابر سرير,ara,3.64,11783,625,1281,3241,3294,3415
7115,6,805017224,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987,The Complete Phantom of the Opera,The Complete Phantom of the Opera,eng,4.29,13681,199,456,1923,3728,7446
7116,30,810993236,"Michael Buckley, Peter Ferguson",2005,The Unusual Suspects,"The Unusual Suspects (The Sisters Grimm, #2)",en-US,4.22,17793,131,446,3074,6344,8514
7117,42,60608528,Dietrich Bonhoeffer,1939,Gemeinsames Leben,Life Together: The Classic Exploration of Christian Community,,4.29,12811,163,323,1876,4640,7091
7118,33,345418484,Stephen R. Donaldson,1983,The White Gold Wielder,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",eng,4.01,14117,259,711,3255,5757,5587
7119,35,345334310,Anne McCaffrey,1969,The Ship Who Sang,"The Ship Who Sang (Brainship, #1)",en-US,4,18613,173,902,4587,6687,6834
7120,28,076537708X,"Liu Cixin, Joel Martinsen",2008,黑暗森林,"The Dark Forest (Remembrance of Earth’s Past, #2)",eng,4.38,12476,82,347,1664,5617,8850
7121,25,1841499005,Mira Grant,2012,Blackout,"Blackout (Newsflesh Trilogy, #3)",eng,4.11,14819,234,712,2803,6256,6802
7122,48,1455500135,"Douglas Preston, Lincoln Child",2011,Cold Vengance,"Cold Vengeance (Pendergast, #11)",,4.09,13230,88,495,3207,7071,5906
7123,52,425153975,"Leigh Nichols, Dean Koontz",1981,The Eyes of Darkness,The Eyes of Darkness,eng,3.85,14002,153,789,4451,5099,4269
7124,22,451456726,Anne Bishop,1999,Heir to the Shadows,"Heir to the Shadows (The Black Jewels, #2)",en-US,4.33,18541,207,563,2571,6074,11064
7125,6,1492103748,Pepper Winters,2013,,"Tears of Tess (Monsters in the Dark, #1)",eng,4.09,22331,692,1343,3962,8034,11103
7126,45,752815393,Tami Hoag,1996,Guilty as Sin (Deer Lake #2),"Guilty as Sin  (Deer Lake, #2)",eng,4.1,13575,86,374,2979,5613,5488
7127,19,044661002X,Jacqueline Carey,2006,Kushiel's Scion,"Kushiel's Scion (Imriel's Trilogy, #1)",en-GB,4.19,16358,111,553,2963,6277,7660
7128,36,441010644,Alastair Reynolds,2001,Chasm City,Chasm City,eng,4.12,13802,80,421,2621,6448,5554
7129,38,230744273,Martin Sixsmith,2009,"The Lost Child of Philomena Lee: A Mother, Her Son And A Fifty Year Search","The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",eng,3.65,7261,659,1226,3265,4203,3266
7130,27,545010306,Jim Benton,2004,Let's Pretend This Never Happened (Dear Dumb Diary #1),Let's Pretend This Never Happened (Dear Dumb Diary #1),,3.98,13347,583,1041,2806,3342,6317
7131,34,786868910,Liz Murray,2010,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard","Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",en-US,4.19,12664,146,369,2065,5600,6006
7132,36,399157034,"J.D. Robb, Nora Roberts",2011,Treachery in Death,"Treachery in Death (In Death, #32)",en-US,4.43,17289,52,202,2023,6550,11111
7133,22,345516532,Nancy Horan,2014,Under the Wide and Starry Sky,Under the Wide and Starry Sky,eng,3.57,12105,333,1433,4648,5343,2432
7134,10,,Quinn Loftis,2011,Blood Rites ,"Blood Rites (The Grey Wolves, #2)",eng,4.41,16421,169,399,2032,4853,10982
7135,75,143039571,"Saul Bellow, Christopher Hitchens",1953,The Adventures of Augie March,The Adventures of Augie March,,3.84,12830,421,1076,3112,4741,4396
7136,7,,Tijan,2013,Carter Reed,"Carter Reed (Carter Reed, #1)",eng,4.03,26670,675,1531,4739,9147,10672
7137,58,743225082,Tony Parsons,1999,Man and Boy,"Man and Boy (Harry Silver, #1)",eng,3.55,11603,357,1256,4543,4643,2243
7138,30,330353829,Margaret George,1997,The Memoirs of Cleopatra,The Memoirs of Cleopatra,eng,4.17,14235,234,591,2596,5424,7243
7139,48,345505514,Steve Berry,2011,The Jefferson Key,"The Jefferson Key (Cotton Malone, #7)",en-US,3.88,13472,207,819,3965,6250,4333
7140,26,345808002,Miriam Toews,2014,All My Puny Sorrows,All My Puny Sorrows,eng,3.93,11602,280,894,2772,5425,4463
7141,4,804138567,Miranda Beverly-Whittemore,2014,Bittersweet,Bittersweet,eng,3.44,11544,634,1651,4614,4839,2097
7142,34,553341030,John Gribbin,1984,In Search of Schrödinger's Cat : Quantum Physics And Reality,In Search of Schrödinger's Cat: Quantum Physics and Reality,eng,4,12399,173,559,2914,5159,4564
7143,37,765357054,F. Paul Wilson,1981,The Keep ,"The Keep (Adversary Cycle, #1)",en-US,3.98,13211,219,721,3306,5180,5184
7144,52,316101877,"James Patterson, Chris Tebbetts, Laura Park",2011,,"Middle School: The Worst Years of My Life (Midde School, #1)",eng,4.01,14178,456,1010,2995,4301,6557
7145,24,446603775,Octavia E. Butler,1987,Dawn,"Dawn (Xenogenesis, #1)",eng,4.1,13744,165,576,2768,6481,6070
7146,48,553383663,David A. Vise,2006,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time","The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",,3.81,11158,239,705,3257,4429,3184
7147,86,1933633638,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947,Jeder stirbt für sich allein,Every Man Dies Alone,eng,4.21,6838,138,456,2110,6003,6738
7148,33,698410424,Alwyn Hamilton,2016,Rebel of the Sands,"Rebel of the Sands (Rebel of the Sands, #1)",eng,3.96,16789,358,1143,4732,10038,7058
7149,34,441005667,Joe Haldeman,1997,Forever Peace ,"Forever Peace (The Forever War, #2)",en-US,3.73,14124,258,1079,4369,5569,3394
7150,50,425178579,"J.D. Robb, Nora Roberts",2001,Betrayal in Death,"Betrayal in Death (In Death, #12)",eng,4.31,19215,45,238,2908,8085,10154
7151,55,440351839,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",1964,Man and His Symbols,Man and His Symbols,eng,4.18,12463,146,453,2237,4787,6002
7152,8,159038363X,Gerald N. Lund,1994,"The Work and the Glory, Vol. 1: Pillar of Light","Pillar of Light (The Work and the Glory, #1)",,4.28,12722,117,337,1951,4949,6901
7153,16,545208858,Kazu Kibuishi,2010,Amulet: Book Three: The Cloud Searchers,"The Cloud Searchers (Amulet, #3)",eng,4.36,15936,91,297,2085,5056,8743
7154,30,1501126229,Steven  Rowley,2016,Lily and the Octopus,Lily and the Octopus,eng,3.74,13667,509,1379,4153,5885,4275
7155,29,061870986X,Tim O'Brien,1994,In the Lake of the Woods,In the Lake of the Woods,eng,3.78,12441,292,1011,3584,5352,3419
7156,45,312949820,"Lisa Kleypas, Rosalyn Landor",2009,Tempt Me at Twilight,"Tempt Me at Twilight (The Hathaways, #3)",eng,4.18,23125,130,566,4230,9940,10190
7157,31,1402798431,Colleen Houck,2012,Tiger's Destiny,"Tiger's Destiny (The Tiger Saga, #4)",eng,4.41,18503,287,589,1994,4526,11989
7158,51,440222702,Harlan Coben,1997,Back Spin,Back Spin (Myron Bolitar #4),eng,3.96,14333,75,477,4064,7776,4627
7159,46,380808080,Susan Elizabeth Phillips,2000,This Heart of Mine,"This Heart of Mine (Chicago Stars, #5)",eng,4.12,21976,283,814,4336,8808,9675
7160,14,1937053415,Jennifer L. Armentrout,2012,Elixir,"Elixir (Covenant, #3.5)",,4.41,21974,137,433,2606,6822,13483
7161,47,571297889,Louise Doughty,2013,Apple Tree Yard,Apple Tree Yard,eng,3.71,10082,520,1323,4134,5852,3841
7162,53,2841873900,"Douglas Preston, Lincoln Child",2000,The Ice Limit,The Ice Limit (Ice Limit #1),fre,3.97,12250,125,649,3626,5780,4885
7163,40,,Emma Chase,2014,Twisted,"Twisted (Tangled, #2)",eng,4.04,24823,334,1192,5016,10083,9455
7164,27,316127191,Gail Carriger,2011,Heartless,"Heartless (Parasol Protectorate, #4)",eng,4.07,22670,103,614,5028,10928,8207
7165,23,764200119,Janette Oke,1983,When Calls the Heart,"When Calls the Heart (Canadian West, #1)",en-US,4.19,13609,163,578,2648,4802,7304
7166,18,62224859,Stephanie Evanovich,2013,,Big Girl Panties,eng,3.44,9798,782,2144,5172,4922,2876
7167,60,671870114,Julie Garwood,1993,Saving Grace,Saving Grace,eng,4.25,19061,109,531,3261,6836,9756
7168,47,312605382,Lisa Kleypas,2010,Married By Morning,"Married By Morning (The Hathaways, #4)",eng,4.14,22830,159,698,4458,9596,9703
7169,90,1400041988,"Vladimir Nabokov, David Lodge",1953,Pnin,Pnin,eng,3.9,11538,160,767,3348,5798,3934
7170,17,345322231,Piers Anthony,1987,"Being a Green Mother (Incarnations of Immortality, #5)","Being a Green Mother (Incarnations of Immortality, #5)",en-GB,3.95,15569,158,851,4028,5591,5358
7171,20,1905294964,Cornelia Funke,1990,Inkheart,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",eng,4.17,14014,279,631,2516,4572,7217
7172,163,1419176528,Nikolai Gogol,1842,Шинель,The Overcoat,,4.12,12091,134,558,2980,6382,6415
7173,52,4770019572,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935,宮本武蔵 Miyamoto Musashi,Musashi,eng,4.43,9574,64,193,1218,3461,6808
7174,16,545052424,Wendy Mass,2010,Finally,"Finally (Willow Falls, #2)",,4.19,13268,185,600,2422,4663,7081
7175,56,385532458,John Grisham,2008,Ford County,Ford County,eng,3.56,13770,546,1650,5336,5554,3186
7176,269,140436030,Matthew      Lewis,1796,The Monk,The Monk,eng,3.8,13633,515,1340,4187,5869,4977
7177,19,399168796,John Sandford,2015,Gathering Prey,"Gathering Prey (Lucas Davenport, #25)",,4.18,9757,164,418,2138,6013,6211
7178,32,345522028,Jamie Ford,2013,Songs of Willow Frost,Songs of Willow Frost,eng,3.64,13645,326,1184,4812,6218,2697
7179,82,312340702,"Arnaldur Indriðason, Bernard Scudder",2000,Mýrin,"Jar City (Inspector Erlendur, #3)",eng,3.8,11803,186,789,4502,7110,3448
7180,59,743437810,Jeffery Deaver,2003,The Vanished Man,"The Vanished Man (Lincoln Rhyme, #5)",en-US,4.08,13353,81,435,3019,6519,5426
7181,12,399256156,Lynda Mullaly Hunt,2012,,One for the Murphys,eng,4.31,16058,202,472,2102,5260,8982
7182,28,310211883,"Jim Cymbala, Dean Merrill",1997,"Fresh Wind, Fresh Fire","Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",,4.24,11677,117,428,1903,3693,6101
7183,18,62128027,Megan Shepherd,2013,The Madman’s Daughter,"The Madman’s Daughter (The Madman’s Daughter, #1)",eng,3.69,17647,713,1899,4898,6545,4953
7184,35,316211222,"James Patterson, Howard Roughan",2013,Second Honeymoon,"Second Honeymoon (Honeymoon, #2)",eng,3.89,11418,127,701,3787,6323,3961
7185,17,,Samantha Young,2015,Hero,"Hero (Hero, #1)",eng,4.1,21777,345,982,4118,9523,9651
7186,12,786891122,George Carlin,1997,Brain Droppings,Brain Droppings,eng,4.11,13255,180,492,2538,5035,5655
7187,42,345371984,"Douglas Adams, Mark Carwardine",1990,Last Chance to See,Last Chance to See,,4.33,13860,95,339,2031,4916,8059
7188,13,439903440,Gordon Korman,2008,Swindle,"Swindle (Swindle, #1)",eng,3.94,13562,283,907,3219,4640,5012
7189,7,1596436239,Lucy Knisley,2013,,Relish: My Life in the Kitchen,eng,3.89,13518,581,826,2707,4874,4638
7190,20,803739095,Huntley Fitzpatrick,2014,What I Thought Was True,What I Thought Was True,eng,3.71,16390,553,1547,5053,5707,4685
7191,1,613321368X,Lambert M. Surhone,,,Pretty Little Liars (TV Series),eng,4.46,11643,183,241,1299,2239,7681
7192,16,62081861,Sara Shepard,2011,Ruthless,"Ruthless (Pretty Little Liars, #10)",en-US,3.93,16885,338,1159,4400,5498,6474
7193,19,399162178,Beatriz Williams,2014,The Secret Life of Violet Grant,The Secret Life of Violet Grant,eng,3.97,12825,255,646,2882,6478,4445
7194,23,425213617,Shayla Black,2007,Wicked Ties,"Wicked Ties (Wicked Lovers, #1)",en-US,3.97,22097,682,1422,4908,8415,9043
7195,21,043984665X,Jenny Nimmo,2007,"Charlie Bone and the Beast (The Children of the Red King, # 6)","Charlie Bone and the Beast (The Children of the Red King, #6)",en-US,3.93,16397,271,970,4251,5490,5821
7196,18,,Vi Keeland,2016,The Baller: A Down and Dirty Football Novel,The Baller: A Down and Dirty Football Novel,eng,4.13,17375,299,726,3616,8891,8837
7197,25,765336413,Brian Staveley,2015,The Providence of Fire,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",eng,4.16,11629,73,370,2129,6172,5357
7198,78,300115466,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946,L'Existentialisme est un humanisme ,Existentialism Is a Humanism,en-GB,3.96,12493,228,704,3403,5788,4932
7199,21,679456201,Gloria Steinem,2015,My Life on the Road,My Life on the Road,eng,4.08,15997,345,542,2967,7549,6449
7200,15,159184312X,Scott Belsky,2010,,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,,3.94,13229,333,823,3220,4277,5028
7201,22,61767603,Lauren Conrad,2010,Sugar and Spice,"Sweet Little Lies (L.A. Candy, #2)",en-US,3.53,14901,417,1874,5804,4558,3293
7202,16,,Katy Evans,2013,,"Remy (Real, #3)",eng,4.31,25386,286,863,3452,7360,14158
7203,7,,Kristen Ashley,2011,,"Rock Chick Revenge (Rock Chick, #5)",eng,4.5,26940,122,357,2108,7938,16837
